quarter,money_drechsel,money_aruobadrechsel,money_bauerswanson,money_boehmkroner,money_bundickhs_level,money_bundickhs_slope,money_burogerswu,money_gertlerkaradi,money_jarocinski_FFR,money_jarocinski_FG,money_jarocinski_Info,money_jarocinski_LSAP,money_jarocinskikaradi_cbi,money_jarocinskikaradi_mp,money_mirandaagrippinoricco,money_romerromer,money_swanson_FFR,money_swanson_FG,money_swanson_LSAP,govs_benzeevpappa,govs_fieldhousemertens24_def,govs_fieldhousemertens24_nondef,govs_fisherpeters,govs_ramey_news,govs_fieldhousemertens21,govs_romer16_ssperm,govs_romer16_sstemp,oil_killian,oil_baumeisterhamilton19_dcons,oil_baumeisterhamilton19_dinv,oil_baumeisterhamilton19_supply,oil_kanzig21,other_chahrourjurado22,other_adamsbarrett24,other_kimmatthesphan24,other_pifferpodstawski18,tax_leeperetal,tax_liebetal,tax_mertensrav_news,tax_mertensrav_surp,tax_phillot_02y,tax_phillot_05y,tax_phillot_10y,tax_phillot_30y,tech_barskysims,tech_benzeevkhan_ist,tech_benzeevkhan_ist_news,tech_benzeevkhan_tfp,tech_fernald,tech_mahhb
1956q4,-.782248196259094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.612536943911118,0,0,1.078232,.5,0,.485,0,0,0,0,0,0,.8744929432868958,0,0,0,.326707155,-.48802,0,0,0,0,0,0,0,-1.6611750923663,-1.15759467532285,1.25798521666572,2.851866372332222,0
1957q1,.0424265576230953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.380354625995977,0,0,1.036933,0,0,0,0,0,0,0,0,0,.7421417236328125,0,0,0,.280234396,.86228,0,0,0,0,0,0,0,.239947967740056,.517833818864628,.405605789735028,3.833411643573345,0
1957q2,-.710510179654221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.227071032155511,0,0,.903188,2.4,0,0,0,0,0,0,0,0,-.8620697259902954,0,0,0,.290999562,.67606,0,0,0,0,0,0,0,-.204748349255712,-.250931414949474,-.329198374150911,5.871897118137275,0
1957q3,.385644781475819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478515850608517,.0078662162207128,.0338905966267572,.882697,0,0,.2784,0,0,0,0,0,0,1.214092016220093,0,0,0,.288279295,-.41057,0,0,0,0,0,0,0,1.07953938468218,.0523196408559692,1.56155494678665,4.396176515919491,0
1957q4,-.754578954138699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.18745184467574,0,0,1.048643,10.3,0,0,0,0,0,0,0,0,.395729660987854,0,0,0,.26342988,-.79545,0,0,0,0,0,0,0,-.940867615440163,-2.76563556024496,.661331826066642,8.838429649885361,0
1958q1,.630031488367765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.526315107518563,.0137365381831177,.0025305440440419,1.025471,.7,0,0,0,0,0,0,0,0,.9786862730979919,0,0,0,.265974313,-.6783400000000001,0,0,0,0,0,0,0,1.07971286792571,-1.90254893404445,-2.45382410105057,1.33575649620062,0
1958q2,.418261060935244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.119408720939012,0,0,.999672,0,0,0,0,0,0,0,0,0,-.3046932220458984,0,0,0,.282492787,.43222,0,0,0,0,0,0,0,.616951134147757,1.9529584027165,-.838371083582658,.909506842657642,0
1958q3,-.134221337313474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.218503887235575,.1004489605233743,.1172954158430213,.902185,0,0,0,0,0,0,0,0,0,1.29612922668457,0,0,0,.360282362,.4617,.36,-.105999576,0,0,0,0,0,-.388836136494169,1.41489512421522,-.232409613607728,-.1020180437277842,0
1958q4,-1.24319948512442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.853803984631935,0,0,.887336,0,0,.2,0,0,0,0,0,0,-.2305517345666885,0,0,0,.368457884,-.20845,0,0,0,0,0,0,0,.115014175107997,.803611867859653,-.95094782564186,.9515296644158528,0
1959q1,-.35937650177271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2239748438324,0,0,.985466,1.5,0,.709,0,0,0,0,0,0,-3.621727466583252,0,0,0,.377801389,1.315,0,0,0,0,0,0,0,-1.80265951817418,-.270410215712419,-.569561724312491,-4.049739098562858,0
1959q2,-.238149647837107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.208029234690639,0,0,.921773,0,0,0,0,0,0,0,0,0,-.8226251602172852,0,0,0,.403319865,.28654,0,0,0,0,0,0,0,.154919575876073,.156606132055609,-.202412779355754,.0553934913334198,0
1959q3,.0578823481757013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.58101486579991,.0208932302176998,.0926647493984511,.708385,0,0,0,0,0,0,0,0,0,-.3580376207828522,0,0,0,.364759415,.42329,0,0,0,0,0,0,0,.568272513532199,-1.91429345151867,-.862617169856405,3.666375244066394,0
1959q4,-.486369451207126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0390100410783338,0,0,.769888,0,0,0,0,0,0,0,0,0,-.4900327622890472,0,0,0,.392683834,-.48097,0,.116913484,0,0,0,0,0,.960079276183545,.272404927291077,-.172905171374514,3.573342450245284,0
1960q1,.718310534240486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.485736770714998,0,0,.704843,0,0,0,0,0,0,0,0,0,.4372017979621887,0,0,0,.344971865,1.138,0,0,0,0,0,0,0,-.251189844060816,.226632006679859,2.80772964316568,6.309527600403316,0
1960q2,-.40572730833583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.31677433180354,0,0,.7823600000000001,2.9,0,0,0,0,0,0,0,0,1.499775528907776,0,0,0,.32809487,-.094846,0,0,0,0,0,0,0,.574780017647637,1.42046739474804,-1.63414830421984,-.66939981530731,0
1960q3,.173885584228921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.06279095931059,0,.1174770365866139,.894373,0,0,0,0,0,0,0,0,0,2.728032827377319,0,0,0,.295435101,-.052611,0,0,0,0,0,0,0,.158953549138762,-1.25298168642455,-.650134247567617,2.165023350761476,0
1960q4,-.0543432540421675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5726045683127911,0,0,.915311,0,0,.2,0,0,0,0,0,0,-.3907219767570496,0,0,0,.387983292,.080002,0,0,0,0,0,0,0,.512040526612828,-1.44672223828768,-1.61151335259136,3.221464743612836,0
1961q1,-.539240311476212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.43335835610638,0,0,.947226,7.7,0,.25,0,0,0,0,0,0,1.749170064926147,0,0,0,.392274052,1.3013,0,0,0,0,0,0,-.358590517487272,.298145548344488,.752816524400771,-1.10633074053468,-.5987459697071853,0
1961q2,-.622337635706198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31912725762947,0,0,.9613159999999999,31.1,0,0,0,0,0,0,0,0,-1.303068041801453,0,0,0,.343529016,.16121,.33,0,0,0,0,0,1.68052826195042,-1.31145523724599,-.0307477456578253,1.5243084450678,2.465260364972584,0
1961q3,-.0349902458117291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.02866913269054,.0571545678256082,.1986956584297989,.844459,3.5,0,0,0,0,0,0,0,0,-.2215033769607544,0,0,0,.39727518,-.31503,0,0,0,0,0,0,-1.28450714304679,.492441419294644,-.170192300449371,-.573037496012016,2.509328257869156,0
1961q4,-.173061842622695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.21497901208181,0,0,.706147,-1,0,0,0,0,0,0,0,0,-1.539679169654846,0,0,0,.401993483,-.42663,0,0,0,0,0,0,-1.00975062094969,.177260133772278,.702695669386641,.152385888369719,-3.2156079965074,0
1962q1,.966760465584911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.217608188329207,0,0,.764709,2,0,0,0,0,0,0,0,0,.5558388233184814,0,0,0,.404057533,.5077,0,0,0,0,0,0,-.309391963362277,.40874744399544,-.882427959849979,1.19768284777222,3.796181276588369,0
1962q2,.151958371709984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.379022708589264,0,0,.810226,0,0,0,0,0,0,0,0,0,-.6443842649459839,0,0,0,.395095825,.20346,0,0,0,0,0,0,-.188159584076946,-.0629234518143111,-.526725647956609,.521901004654949,-1.607536302102393,0
1962q3,1.23624092504695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.244139319368732,.0687278275192454,.0186452295186765,.884741,0,0,0,0,0,0,0,0,0,2.258428812026978,0,0,0,.404170901,-.57805,0,-.686440678,0,0,0,0,1.00842201947985,.26203595031936,-.759910854775845,1.34401638784185,4.863792688912908,0
1962q4,-1.26850729866761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.000662198497956,0,.2535215998786651,.850838,0,0,0,0,0,0,0,0,0,1.341376066207886,0,0,0,.43607679,-.32026,0,-.15169,0,0,0,0,.442580198577428,1.48850333974433,1.53568703958298,-.134941352843382,4.666712394079166,0
1963q1,-.469352957204294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.7569208866216059,0,0,.739177,0,0,0,0,0,0,0,0,0,1.147906064987183,0,0,0,.427856654,1.1968,0,.54781,0,0,0,0,-1.90571448083265,-.431678632172837,-.298129736815989,.0960635218140235,-.6010479317351323,0
1963q2,.396930028512366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.016992944969196,0,0,.6954900000000001,0,0,0,0,0,0,0,0,0,.163803368806839,0,0,0,.42800352,.84641,0,0,0,0,0,0,-1.15825261140542,-1.4239094091201,-.319119102476079,-.113516360120854,.2542959244965837,0
1963q3,.5150761397995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.04148092776581,0,0,.565276,-7.1,0,0,0,0,0,0,0,0,-.1415309011936188,0,0,0,.38624993,-.91474,0,0,0,0,0,0,.5250696507124391,.285338244200268,.433907819532015,1.45192989698069,5.665606426135255,0
1963q4,-.528550413214751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5544549326179919,.0026563245530899,.1426761750487218,.56068,0,0,0,0,0,0,0,0,0,-1.932337641716003,0,0,0,.367687672,-1.4634,0,0,0,0,0,0,.249881546674606,-.500744066932634,-.151705758830936,-.514184901538925,-.2783742052745675,0
1964q1,-.130050758109586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.019922529071391,0,0,.5643629999999999,-4.6,0,0,0,0,0,0,0,0,.559670090675354,0,0,0,.380064845,-1.5452,.6,0,0,0,0,0,-.54112356601199,.125415424000207,1.3484673065536,1.00594583532503,5.658674665737401,0
1964q2,-.627102048623387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.30275818474161,0,0,.501619,0,0,0,0,0,0,0,0,0,.7727879881858826,0,1.152210484301998,0,.341988534,-1.9196,0,-2.550091075,0,0,0,0,-.538224529335094,-.251065031046369,1.0250927322113,-.0168943960181638,-2.929279582001023,0
1964q3,.328065137269906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.118708684973038,-.0219677513893786,.016335306409537,.630197,0,0,0,0,0,0,0,0,0,.6355667114257813,0,.3197439187548859,0,.355525941,-1.0389,0,0,0,0,0,0,1.58857748261724,.133490292502413,.114346066814381,.217352050702943,3.599120664131373,0
1964q4,1.11220980581439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.792433490025566,0,0,.6218399999999999,0,0,0,0,0,0,0,0,0,-.5711067914962769,0,1.005561519391103,0,.334534526,-.007356,0,0,0,0,0,0,.347105369540299,.004143071542806,-.798981076717577,-1.2415814472712,-.8836124161726115,0
1965q1,.612208094773095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.551138477866551,0,0,.674868,2.2,0,0,0,0,0,0,0,0,-.2061335891485214,0,-2.277653943533954,0,.362083852,.2913,0,0,0,0,0,0,-.6569566002284279,-.0319090155009159,1.209067128216,.616490326455974,-.4507620599237931,0
1965q2,1.08207657915891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0442341086136542,0,0,.716231,1.4,0,0,0,0,0,0,0,0,.078211821615696,0,1.223598600938428,0,.345692873,.41662,-.23,0,0,0,0,0,-.599861845196398,.5822819995844291,-.0594152436254775,-.739066571728956,1.174698311039677,0
1965q3,.0468003961064534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.410995409072137,0,.0119337227721823,.871932,14,0,2.32,10.62,0,0,0,0,0,.6117152571678162,0,.4781777828490439,0,.313014984,.065563,0,-.241312741,0,0,0,0,2.69551318269245,.261647851279254,.682760797219842,1.16436659389295,8.339143350182232,0
1965q4,-1.04400556062648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.513137988940867,-.0041678492531347,0,.989634,0,0,0,0,0,0,0,0,0,-1.003606081008911,0,.0826846590967434,0,.307982147,.073497,0,0,0,0,0,0,-.357077732264062,.511480666266102,1.45772213718036,1.5081978166334,2.633268380065655,0
1966q1,1.56950972110257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.110934277693143,0,0,1.055254,0,0,.2,0,0,0,0,0,0,.5712536573410034,0,-.8358867417676372,0,.345911264,.61578,0,0,0,0,0,0,-.572923557277207,.45430953265231,-.521092948376085,1.30717161252665,3.282499644771402,0
1966q2,.459471337112276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.400677052032705,0,0,1.085284,1,0,0,0,0,0,0,0,0,.0650233179330826,0,-1.200957266851921,0,.308945715,.43421,0,.11539941,0,0,0,0,-.209786848103267,-.369024257185375,.0459253720162301,-.781222707542043,-2.052576070245804,0
1966q3,.170452208367003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.635394881500655,0,-.010912928205904,1.044082,11,0,0,0,0,0,0,0,0,.3168971538543701,0,.60818345095338,0,.289805025,.56559,0,0,0,0,0,0,-.674491078759113,.611704825103777,-.204470341759833,-.42356994485117,.9617471212330924,0
1966q4,-.74645397745224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.554930569349075,.0130100285386394,.0075058169802458,1.132646,21.8,0,.115,0,0,0,0,0,0,-.1385150253772736,0,.3036607159003737,0,.25989148,-.20618,0,0,0,0,0,0,.561643896329954,-.819532065228352,.14391137223654,.631704533113349,3.751946929292354,0
1967q1,.431115117006474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.99385089625856,0,0,1.122807,38.8,0,0,0,0,0,0,0,0,1.475467324256897,0,1.40221578373169,0,.288586825,.40567,0,0,0,0,0,0,.286372702690585,.0787457607235883,.745595171308206,.786430264763981,7.80210510689571,0
1967q2,-.0787139196789868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.92696815665503,0,0,1.264555,6,0,0,0,0,0,0,0,0,.6733332872390747,0,.6579978297768634,0,.349581808,-.22035,.46,0,0,0,0,0,1.13599604590136,-.750399404951715,-.758473299681465,.183610252226256,4.477283145492692,0
1967q3,-.384829693788139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.842224022741338,0,0,1.121487,3.8,0,0,0,0,0,0,0,0,-.6145689487457275,0,.2677875833762243,0,.324792296,.051075,0,-.657030223,0,0,0,0,-.731352734439391,-1.41253387712541,-.642056104984318,-.596874416630784,-1.614205296922704,0
1967q4,2.2029523634115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0109750995270581,.0015449887007404,-.0155251791670141,1.126457,-10,0,0,0,0,0,0,0,0,-.295698493719101,0,.5174986688795721,0,.336669981,.50552,0,0,0,0,0,0,-.896906848443058,-.731019518395767,-.771683774497299,-.642837948826761,3.58204935982554,0
1968q1,.5387791614766591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.461026193418611,0,0,1.047551,5,0,3.5,0,0,0,0,0,0,-.1811245828866959,0,.4631632517835116,0,.313105971,1.4183,.33,0,0,0,0,0,.692960365680318,.636414148484727,1.59994293593708,1.86725266977328,5.897949217823765,0
1968q2,-.598830468410983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.578469073825885,0,0,.985562,-23.3,0,0,0,0,0,0,0,0,-1.041136860847473,0,.2972203124619835,0,.316685915,1.3755,0,0,0,0,0,0,.0903176973108909,-.5713319257000971,.638071488553309,.731801328182862,2.488476816932543,0
1968q3,-1.22756622042392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38271661796689,.0020407758848442,0,.923922,0,0,0,0,0,0,0,0,0,1.883993148803711,0,-1.516261476851516,0,.322704673,2.0578,0,0,0,0,0,0,.0322306553988589,-.906068427687699,-.0307872924351441,-.91276930310876,-.5749143223725732,0
1968q4,-.235146163914552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.141356782821724,0,0,.939437,0,0,0,0,0,0,0,0,0,-.2262507230043411,0,.1865693770901757,0,.347621322,.32476,0,0,0,0,0,0,1.37565259608329,-.536161358113962,-1.1411971263962,-1.07570516990224,-1.992384884340656,0
1969q1,.611156023564782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2316979,0,0,0,-.102738729064739,0,0,.857978,0,0,0,0,0,0,0,0,0,-1.598015666007996,0,-1.400366533561682,0,.336446494,.93753,0,0,0,0,0,0,-1.10347278872427,.40502362178398,1.21184765150498,-.407886696896263,-.6319435916968001,0
1969q2,.695800147334125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6685021,0,0,0,.0577250699622831,0,0,.710779,0,0,0,0,0,0,0,0,0,.1853240132331848,0,2.371622699087184,0,.288608909,-.011497,0,0,0,0,0,0,.942618775814559,.0083339243768948,-.846444669709947,-.855538242596534,-3.028488381406802,0
1969q3,-.84528177156748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.4655488,0,0,0,.334617770537531,0,0,.593361,0,0,0,0,0,0,0,0,0,.4027406573295593,0,-.0434268513769177,0,.230929717,.000084166,0,0,0,0,0,0,-.818236323492712,.30201303035891,.0838707624495294,-.197295285974289,-.7838044863889533,0
1969q4,-.768884592391998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.15877,0,0,0,.251708847275038,0,0,.5391820000000001,0,1880,0,0,0,0,0,0,0,-.3146880269050598,0,.9878370288757168,0,.275631547,-1.0636,-.18,0,0,0,0,0,.872034702223614,.0264559977597555,-.252942876089809,-1.02440641047563,-.8092579894177656,0
1970q1,3.04923431903096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5705150999999999,0,0,0,.115201588637774,0,0,.410653,-5,0,0,0,0,0,0,0,0,1.116609334945679,0,-.7726105075669494,0,.303931803,-.49338,0,0,0,0,0,0,.0552724040508505,.531716718471053,.187926687753383,-.241413385634184,4.505433826894571,0
1970q2,.719216979970737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0511674,0,0,0,1.24999358201382,0,0,.258408,-3,2600,4.116,8.231999999999999,0,0,0,0,0,-.280010849237442,0,1.138461449303045,0,.328312635,.14876,0,0,0,0,0,0,-.214771985088247,-.0507044790599398,-.699436016010561,.53180489812666,7.130542742845305,0
1970q3,-.930674840362308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.9333032000000001,0,0,0,1.00756886979915,0,0,.394859,0,375,0,0,0,0,0,0,0,.4853371679782867,0,-.0962215931950932,0,.337142497,-.25553,0,0,0,0,0,0,1.00298650166301,-.264948686433095,-.662051586222674,1.16066920536659,5.631415464785785,0
1970q4,1.3320922066396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.6267049,0,0,0,-.647709544816553,0,.0008133914396674,.336306,0,0,0,0,0,0,0,0,0,2.641191959381104,0,.7370010844113841,0,.38739115,-.53433,0,0,0,0,0,0,-.161719306839165,-.840950623289469,-1.34997625991248,-1.56659675714527,-.5018308630556234,0
1971q1,.97879473554163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.8645551,0,0,0,.518743595741274,0,0,.541118,0,0,0,0,0,0,0,0,0,-.4737372398376465,0,-.7453031687497828,0,.41247955,-.060326,0,-.254939452,0,0,0,0,-.351263824702334,-.868140901048853,1.13020082267411,2.02199550622143,5.020954079797762,0
1971q2,.3955985282772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9220519,0,0,0,.918437548391248,0,0,.521521,0,0,3.443,13.776,0,0,0,0,0,-3.305722236633301,0,-.0613571787312573,0,.418079793,-.33248,0,0,0,0,0,0,-.808622182628049,.285336086725625,-.7827536972692259,-.738464072234539,.1242810379110944,0
1971q3,1.70231046993014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1096186,0,0,0,-1.15867137523869,0,.0024078785845884,.403487,0,0,0,0,0,0,0,0,0,1.219522356987,0,1.740193610703307,0,.344388843,-1.6128,0,0,0,0,0,0,1.1558303682996,1.49706815041299,-.5797223896263261,-.473991360428204,8.754101766106327,0
1971q4,1.5952649955765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5369933,0,0,0,.249266435053955,-.0026959900539042,-.0005484308095116,.431898,0,0,0,0,0,0,0,0,0,-1.628256559371948,0,.1110459117978402,0,.386201411,-.6494799999999999,.55,0,0,0,0,0,-1.1586062679411,.828902330706605,.900170845642734,-1.51969914335702,-5.764154688324956,0
1972q1,-.421885670326431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1218652,0,0,0,-.671054908201089,0,0,.548768,0,0,0,0,0,0,0,0,0,2.541700839996338,0,-.4970604787418625,0,.397213221,-.82879,0,-1.234671594,0,0,0,0,1.12643548058133,-1.47561225237739,-.7200805583669569,-.548616676851699,1.559769693552561,0
1972q2,-2.14547800460377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.3730868,0,0,0,-.641276441722643,0,0,.434413,0,0,0,0,0,0,0,0,0,-.730363667011261,0,1.201812126411591,0,.399962693,.012558,0,0,0,0,0,0,.298352741073815,-.933767220475741,.705754320102141,1.5704238504436,2.792427380775192,0
1972q3,.844293824423926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.339481842285167,.0010670907282487,.0015791427186645,.387504,0,0,0,0,0,0,0,0,0,.0413625612854958,0,-.0557861681118692,0,.368293881,-.034079,0,0,0,0,0,0,.976854302755829,.514263822039126,1.03690846676404,-.979761726677978,2.410737214998089,0
1972q4,-.885776187989915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0102367,0,0,0,.74847495253097,0,0,.331516,0,0,8,0,0,0,0,0,0,-.1608793288469315,0,.5710134045721811,0,.367682725,.78788,.13,0,0,0,0,0,.56782803455211,1.05098032126128,1.07111281996798,-.264591621901994,3.583429988939266,0
1973q1,1.06329285419961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5056435,0,0,0,.449291337043975,0,0,.364931,0,0,2.3,0,0,0,0,0,0,-1.925945043563843,0,2.145492398248877,0,.383051306,1.0725,0,0,0,0,0,0,-2.19614123592461,-.348445340970696,-1.67711786838209,1.38825253261606,4.273653324177049,0
1973q2,-1.41696628532975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5536190000000001,0,0,0,-.801341321017186,0,0,.156983,0,0,0,0,0,0,0,0,0,.2197675108909607,0,-1.40390293200036,0,.350872576,.50378,0,0,0,0,0,0,-1.41289125588412,1.2142491391962,-.547303125790071,-.73229514998362,-2.366198577927723,0
1973q3,-.728928338243817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2749309,0,0,0,.0768541074292332,0,0,.201664,-5,1500,0,0,0,0,0,0,0,.6002964973449707,0,.5677848644694976,0,.344750106,.75978,0,0,0,0,0,0,-.394919069437536,1.87928318643594,-.130133577350845,-2.37860314096289,-3.973232841628556,0
1973q4,.546446724413741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.191282,0,0,0,-.647499158237705,0,0,.154761,5,0,0,0,-3.290199995040894,0,0,0,0,.0627513229846954,0,.7080716623218587,0,.373514324,-.36582,0,0,0,0,0,0,-1.64079198416953,1.91491583484286,-.100749729145917,.210622339946999,1.123926820007555,0
1974q1,-1.19831638047169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.7519536,0,0,0,-.171371084269121,0,0,.330915,0,3300,1.67,0,2.471499919891357,0,0,0,0,-.8163776397705078,0,.5329269236041247,0,.411943763,-.15417,0,0,0,0,0,0,-1.12473867531008,2.15548606671611,-2.23345374850193,-1.58728734771013,-3.155679071654783,0
1974q2,.763127106961508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9696599,0,0,0,-.973942513146809,0,0,.373014,0,3150,4.07,0,.8187000155448914,0,0,0,0,1.396113991737366,0,.6891251051538927,0,.369938165,-.1322,0,0,0,0,0,0,-1.28015598001414,-1.12516997184449,-.995696656246557,.683475199258922,3.128225783422341,0
1974q3,5.90262975084094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.6156442,0,0,0,.670913210071269,0,-.0011549222387397,.445332,0,0,2.49,0,0,0,0,0,0,-1.437257051467896,0,-1.515041972947826,0,.328180969,.58408,0,0,0,0,0,0,-.328955793484317,-2.97193582994708,-1.1154527586597,-.0476803640856046,-6.47316312347181,0
1974q4,1.92688802511876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2744783,0,0,0,-.611494279985567,0,.002412351914329,.414589,0,3875,0,0,0,0,0,0,0,.9248296022415161,0,.6908632784564379,0,.322093338,-.48927,0,0,0,0,0,0,.7068983013190689,-1.52521133718248,-1.05037083200873,.48084459187435,5.605245578307731,0
1975q1,3.51439950826936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5492612,0,0,0,-.117456789807582,0,0,.49296,0,0,0,0,0,1.845030521615036,.677267351383174,-2.603552691434894,-.2067466531284071,.7579717040061951,0,1.055795114737082,0,.352189422,.10167,0,0,0,0,0,0,3.24218354049737,-.422421295245924,-.227561366049326,1.22065459994418,9.804573940450151,0
1975q2,-.771078863805425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2586655999999999,0,0,0,-1.05067990685191,0,0,.73554,0,0,0,0,0,7.912889259063185,-.2427418763706918,3.580185769248881,-.4241410587007646,.1738401502370834,0,-.08760964507825,0,.350522637,-1.6427,0,0,0,0,0,0,.446897523421075,-.881278975696883,1.86188022167929,1.07798084807625,4.218606258836046,0
1975q3,-.226509023123268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2108782,0,0,0,1.43647127843546,0,0,.7636849999999999,0,0,5.048,0,0,13.57479479931421,-3.406475466866316,9.55546750665307,-.6327846881034626,-1.026922464370728,0,-2.430159043291239,0,.38227126,-.5537300000000001,0,0,0,0,0,0,-.742527759577389,.814339561112835,-.105779483378737,.282618462552655,-1.608034025476736,0
1975q4,.785334730060342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2764859000000001,0,0,0,-.279261127735577,0,0,.615084,0,2500,0,0,0,-4.895515497437517,-1.327443282999173,-5.3903755714326,-1.164266132216815,-2.722452163696289,0,.8519309884337574,0,.379199594,-.077558,0,0,0,0,0,0,-1.15248187962266,-.508127614580535,-.905436444428969,-.314509853232257,-4.355789397054778,0
1976q1,-1.93692450131213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.8270505,0,0,0,.0812867321082211,0,-.0008428926439943,.688808,4,0,0,0,0,-5.708794146533901,1.652664754336432,2.48342406245164,-.5938232661574365,-1.325135469436646,0,.40984718639856,0,.429141164,-.0091137,0,0,0,0,0,0,.565569446430169,-.77721374188595,1.11188359989268,1.77770163427287,.4202042947058331,0
