quarter,money_drechsel,money_aruobadrechsel,money_bauerswanson,money_boehmkroner,money_bundickhs_level,money_bundickhs_slope,money_burogerswu,money_gertlerkaradi,money_jarocinski_FFR,money_jarocinski_FG,money_jarocinski_Info,money_jarocinski_LSAP,money_jarocinskikaradi_cbi,money_jarocinskikaradi_mp,money_mirandaagrippinoricco,money_romerromer,money_swanson_FFR,money_swanson_FG,money_swanson_LSAP,govs_benzeevpappa,govs_fieldhousemertens24_def,govs_fieldhousemertens24_nondef,govs_fisherpeters,govs_ramey_news,govs_fieldhousemertens21,govs_romer16_ssperm,govs_romer16_sstemp,oil_killian,oil_baumeisterhamilton19_dcons,oil_baumeisterhamilton19_dinv,oil_baumeisterhamilton19_supply,oil_kanzig21,other_chahrourjurado22,other_adamsbarrett24,other_kimmatthesphan24,other_pifferpodstawski18,tax_leeperetal,tax_liebetal,tax_mertensrav_news,tax_mertensrav_surp,tax_phillot_02y,tax_phillot_05y,tax_phillot_10y,tax_phillot_30y,tech_barskysims,tech_benzeevkhan_ist,tech_benzeevkhan_ist_news,tech_benzeevkhan_tfp,tech_fernald,tech_mahhb
1976q2,1.16626417697094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1480827,0,0,0,-.0134920783334154,0,0,.8706469999999999,0,0,0,0,0,-.7824154888846504,-.8049914044636386,1.217702912580513,-1.155555306249361,-.5349498987197876,0,-1.180003054105436,0,.413513482,-.33562,0,0,0,0,0,0,1.80974233044996,-.535290294939237,-.151950542025175,.625953088151045,3.323398295212921,0
1976q3,-.80271638475503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2022311,0,0,0,-.394321965171535,0,0,.819665,0,0,4.608000000000001,0,0,1.019020181658108,.5420226827696619,2.657832429477104,.5832347456802216,-1.355603098869324,0,-1.418658182002687,0,.41129306,.24103,0,0,0,0,0,0,1.79117857776839,.383257547270373,-.918832066100466,-.116671327041817,-.3108536768502772,0
1976q4,.789841161474368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2001068,0,0,0,-.0495733347850494,0,0,.821155,0,0,0,0,0,12.49762677307199,-.5903545612945449,7.461491444821799,.0509755850068164,-.8887479305267334,0,-1.388760302859185,0,.382718563,-.66282,0,.127300695,0,0,0,0,2.47603077178247,-1.01355976776063,-1.08423301986783,.7924217284482979,3.958267329793918,0
1977q1,-.786445731852204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5098285,0,0,0,-.326876793270849,0,0,.813398,0,0,0,0,0,-3.955532782041061,.6893657478087279,-2.668885079776811,-.4761112519110023,-.1866424679756165,0,1.333134756076848,0,.431727231,-.51573,0,-.041251998,0,0,0,0,-.248245417483794,.975872438009996,-.576865182908186,.253238031207429,2.703595858709858,0
1977q2,-.0895885151065347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.3304737,0,0,0,-.6632613247140881,0,0,.916954,0,0,0,0,0,-11.12084786299208,4.23751002712679,-4.069506378021069,.5549737933105802,1.114869236946106,0,-.6920415502116521,0,.414762318,-.89552,.66,0,0,0,0,0,-2.29878560859502,1.59626907033387,.560602505662352,.112587301041459,-2.629663910614617,0
1977q3,-.578697546955842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2210822,0,0,0,-1.05946278937169,0,0,.850206,-5,0,4.749499999999999,0,0,.3886600836224052,.5663517074238609,1.761929333174171,.8443653771237469,2.330307006835938,0,1.96539593372859,0,.421828002,.48416,0,-1.02,0,0,0,0,-.0529558725110823,-.118108679497432,.258001352252443,1.13186914290398,7.088745977282812,0
1977q4,-.0709119004926309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2185284,0,0,0,.17220361040855,0,.0024557176493397,.900604,0,0,0,0,0,2.431666157015914,1.269576941387531,4.340878856645539,-.652447526719352,-.3352969586849213,0,-.1453125301030668,0,.433806628,.44662,1.03,.66,0,0,0,0,-.753891033228583,-.827301922590686,1.04544306731555,-1.72877060470453,-5.084579027596346,0
1978q1,-.218004628010855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1605797,0,0,0,.338958777464657,0,0,.965008,0,0,0,0,0,-8.753274978420308,.1510755338619699,-5.90023464112881,-.8583464981940659,-.3841482400894165,0,-2.655087456599776,0,.507780313,1.1025,0,0,0,0,0,0,.601147199648672,-.558809409246199,-.0386280299254735,-1.78166827776872,3.64772507338313,0
1978q2,-.026093939480496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1323484,0,0,0,1.93623257647161,0,0,1.140771,0,0,0,0,0,-1.958121421183447,-.1289677806935519,.9996580853348898,-.6332349096203884,1.902045130729675,0,.7345343778410314,0,.479069114,.27317,0,0,0,0,0,0,-2.55715182188953,.0199647319765575,-1.11540301886305,2.24338861481349,-.2070251976292372,0
1978q3,-.397266362683043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.4210747,0,0,0,-.99803378162076,0,0,1.104037,0,0,5.720000000000001,0,0,2.915309640660746,-.3331682988364841,3.628184474921864,.0918870216026692,-.269561231136322,0,1.868527124168376,0,.464125723,-.6509,0,0,0,0,0,0,.507053856597742,.278496113977096,-.094922871281347,.155224857354975,.2021378505197494,0
1978q4,-.203111125087845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2126907,0,0,0,-.294690905955381,-.0005452390061015,.0034295693852392,1.105498,0,0,0,0,-.7055000066757202,-.3122075336663921,-.525101476512863,-.3406975654389548,-1.027861085817817,.4399460852146149,0,-1.895351292019472,0,.43537885,-1.6437,0,0,0,0,0,0,-.870933908116031,.767946847230936,.572794832902603,.355418359756808,-.7897671832702505,0
1979q1,-1.47296814039852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1080703,0,0,0,-.257998841477476,0,0,1.014135,11,0,0,0,-4.74399995803833,-2.44186935537235,2.271260061826446,-1.181223472990726,.6293433574671554,-2.029886484146118,-1.923956841230392,.3489478516700151,-.0131239242685026,.414001405,-.79417,0,-.766920954,0,0,0,0,-.514816280348559,-.655398729336918,-.503206927591615,.170641077691857,-1.0882014172921,0
1979q2,-.462288848298747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0333304,0,0,0,.336896654867346,0,0,.976646,0,0,0,0,2.884299993515015,6.370396355365433,3.341403243306169,.894593738851168,1.126891179522917,.6268407106399536,-1.574617773294449,-1.516308546161186,0,.420591056,-.47382,0,0,0,0,0,0,-.5601911094333339,1.21166761721921,-.978980124106024,-.163461019076237,5.101205091004523,0
1979q3,2.36577850279973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9140223000000001,0,0,0,1.10418837754541,0,0,1.06826,0,0,9.6525,0,.0612000003457069,7.92025505444591,-.3122110019326639,.1087071419115301,1.908570552463336,-1.759793639183044,.2943767309188843,1.499324430060399,0,.42895326,-.45422,0,0,0,0,0,0,-1.69831908926031,1.35152656701964,.0113422403551543,.801459229346103,-5.452177596742851,0
1979q4,-2.39681236238988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1038529,0,0,0,.33919749679699,.0013683252066379,.0020742480569528,1.233999,0,860,0,0,.0195000004023314,3.45482105153185,2.077494411575313,.487387363693223,.9707760398129583,.1120685711503029,-.2511551976203918,-.2685130920175446,.0139484978540772,.428962052,-.64274,0,0,0,0,0,0,-.359117261537,.539928438834458,-.161047560993011,-.121770480774398,-.6583172338418171,0
1980q1,-.362287640462605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8008727,0,0,0,2.32820982091893,0,0,1.332472,169.1,0,0,0,-1.757200002670288,-4.52578828956147,2.496164907186239,-3.897325326181325,1.233264267763593,.0441581457853317,1.872874975204468,-1.067248319755586,-.0583832335329341,.464617252,1.5325,0,0,0,0,0,0,.187764888175833,-.121340976061383,-1.74695435248248,.417402169631303,8.371708464786479,0
1980q2,.922088619980583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.0464489,0,0,0,-1.84666733408594,0,0,1.163043,0,0,0,0,-.1036999970674515,-4.206267893346267,1.430199899384398,-2.081300356272971,.7048951642337247,-4.585536003112793,2.402704864740372,.5032582204278987,.0703897614892378,.380129933,.80011,.26,.300443337,0,0,0,0,1.68494622504704,.114821354212313,-.771813793591773,-2.08653535530845,-2.537741314889436,0
1980q3,-.713439222020542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1783464,0,0,0,1.31030768356002,0,0,1.222398,0,-200,15.7872,0,-.3939999938011169,-.9837981330552549,-.378324588866802,-2.80137940125493,-1.532241058737915,-.1250077486038208,-.880029022693634,-.2974601348755246,0,.492250174,1.7637,0,0,0,0,0,0,-.321411102263079,1.23382716375744,1.32798067308768,-.325527971924325,-1.999330564647071,0
1980q4,-2.16522126698494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5138171,0,0,0,2.03019099111611,.0241755229218716,.0021650830351667,1.351877,0,0,0,0,-6.590799808502197,-2.903507217319985,-.8977464251634509,-2.681494784277743,-.1502068602098241,-.1644818931818008,-1.245070427656174,-.2069723671919464,.0025603511338698,.459985882,.48831,0,0,0,0,0,0,-.304995390858942,.905311058623786,1.06094156418357,.0660600786718995,-3.881104728085174,0
1981q1,-1.56774220527565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.4361465999999999,0,0,0,-.1876406873002,0,0,1.235064,74.5,0,0,0,2.144700050354004,-5.93044699152192,4.639937129959804,.869584524142432,.7008047746372701,-2.993578672409058,2.774157404899597,.3434203083967196,0,.438241363,.15076,0,0,0,0,0,0,.362564431277987,.373962019154304,.695059410127768,1.54476404251208,4.781597314258257,0
1981q2,-1.02279796055285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.508348,0,0,0,.397470692038222,0,0,1.186444,0,767,0,0,2.209399938583374,-8.701569215965311,2.900656743248847,-.5894724178877158,1.341704353976771,-3.300850629806519,-.6903131008148193,1.924365787172899,0,.443922371,-1.1417,0,0,0,0,0,0,.744717865392305,-1.03208335400124,-.509398714548092,-.405067569624956,-4.02602397318111,0
1981q3,.15896161461421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.7450148999999999,0,0,0,-.083095829217462,0,0,1.069933,0,5000,14.7504,0,1.379500031471252,-11.30175983020901,1.39753555963386,-2.93663664148752,.5984477557704547,1.699852824211121,1.751731991767883,-2.3203918000444,0,.42554611,-.84106,1.44,-.839966024,0,0,0,0,-1.00552856659783,-.300949706472598,.21065911683707,1.50896025136647,8.585979326825722,0
1981q4,.412509679118333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.8486077000000001,0,0,0,-1.19004423216521,.0256284484182029,-.0097780789696189,1.066199,0,173,0,0,-1.290500044822693,-6.122267511664425,4.662456223692178,1.011472506740246,-.6591275770151479,-.5812037587165833,-1.383102647960186,1.178111179447559,0,.385974079,-2.2343,0,.5568764859999999,0,0,0,0,-.0092482885536653,-.544298393303334,.674895589061523,-.815606050270452,-1.842339022161179,0
1982q1,-.52339978175849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6024508000000001,0,0,0,-.730011670313613,0,0,1.070602,0,0,0,0,1.470199942588806,-5.090002033921649,-.1585071380579168,-2.564984402290507,-1.51133426142517,1.12851083278656,-.7159993052482605,-.7005791846056587,0,.418528408,-1.2182,0,0,0,0,0,0,.6770528940587131,-.0131633632872752,-.125886647668535,-.893695985032961,2.000245881572768,0
1982q2,-.654184126419171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.097881,0,0,0,-.185726304092864,0,0,1.16832,0,0,0,0,1.351899981498718,4.17276542524016,-1.216206016266118,3.41301305229916,2.142997754220502,1.291951298713684,2.721630156040192,-1.33207254770004,-.001223241590214,.411291927,-.11686,0,0,0,0,0,0,-1.2559481013468,-.8092598790261371,-.659269655553166,-.0763083218411928,-2.914436320575873,0
1982q3,-1.36474628050487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.4419739,0,0,0,.0862556277798904,0,0,1.241819,0,0,10.8854,0,-.2102999985218048,1.45129150084816,.1239993860773256,-.1631373481149203,.6543516701707567,.6066431403160095,-1.497805953025818,-.6167404842238493,0,.410504222,.72023,.78,0,0,0,0,0,1.31961193588941,.93159062090154,1.49656188121425,-1.06755833214095,-2.663168440500345,0
1982q4,.450758365429313,-.0201921702324524,0,0,0,0,0,0,0,0,0,0,0,0,0,.4621372,0,0,0,-.823321387145862,.0182493041126166,.0029283438186149,1.201152,0,-1473,0,0,-.0773999989032745,7.09185639118337,1.271378469716766,5.89082238648693,.9990096236396665,.0826174318790436,-3.565739780664444,3.007346103623469,0,.420505226,-.49822,0,0,0,0,0,0,2.60453255530913,-.0485121795142216,.95735742437649,-.354811520547009,.7805249243566446,30.37219
1983q1,-.300296883137006,.0639888196947292,0,0,0,0,0,0,0,0,0,0,0,0,0,.3482497,0,0,0,.158959870455709,0,0,1.297998,0,0,0,0,1.138700008392334,-16.14393215729889,1.742935793235664,-4.73268029584267,-.7432828491020833,-1.710395216941833,2.872505664825439,-.6984903328661723,0,.486490518,.47973,0,0,0,0,0,0,.0383155754249797,-.0908507257263246,1.04238704304015,-1.76668735982264,-1.520303627533513,24.667285
1983q2,.550562140606062,.0438149865642264,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0386531,0,0,0,.256464680624613,0,0,1.282066,0,0,0,0,-1.213299989700317,-1.95792217992811,2.874968680873852,3.923113725517271,.6465464427591437,-.3884687721729279,.5016381740570068,-3.170134126306001,0,.459225446,.10941,1.12,0,0,0,0,0,1.33178528859311,.0465153526390461,-.689635286964454,-.105840877875445,-1.340797490426493,7.954169
1983q3,-1.03741709874255,-.0078388158579615,0,0,0,0,0,0,0,0,0,0,0,0,0,-.2073341,0,0,0,-.241398835609203,0,0,1.252642,0,0,.75,0,.5615000128746033,1.474025110327379,1.109594174331541,4.802063098261594,.7544961439885509,-2.736576318740845,.8793607614934444,2.000205956721628,0,.470168471,-.18731,0,0,0,0,0,0,-.0266587085549262,.825736212307739,.655988373085474,-.370698417743662,-4.722671638848002,-20.95308
1983q4,.3311782990495,-.0302085189208694,0,0,0,0,0,0,0,0,0,0,0,0,0,.2627183,0,0,0,-.724775501168745,.0312296928328946,.0005411699094286,1.268921,0,0,0,11.70000000000002,-.6394000053405762,-.9435564786811821,.3563343861327199,.7980369516023169,-.0073517936895161,-1.060848355293274,-.6188951507210732,-1.621976404083821,0,.481735229,-1.0501,0,0,0,0,0,0,.537949724359179,-.7583953228546541,-.19524337251196,-.247096069205917,.5662998140743811,9.973859600000001
1984q1,-.0323702713077291,.0204918944517355,0,0,0,0,0,0,0,0,0,0,0,0,0,.1383656,0,0,0,.0882046409799761,0,0,1.162863,0,0,5.9535,0,-.251800000667572,-1.622850213050896,-.5081628369315291,.0177135204969691,-.0083465613981328,.4264907538890839,1.802190873771906,-.2726611353499788,0,.4795793,-.99016,0,0,0,0,0,0,-.312564464928039,1.03799564461026,-1.0571221135607,.497808241285271,3.258299793197038,-5.9573261
1984q2,.792217905330313,-.0410348544587348,0,0,0,0,0,0,0,0,0,0,0,0,0,.1263111,0,0,0,.0599037845248614,0,0,1.280896,0,0,0,0,-.3310000002384186,-7.27176792194342,4.857566784355218,.7569246897987509,.0335319601827861,.532438337802887,-1.949712306261063,.968569954825654,0,.493561447,-.019999,0,0,0,0,0,0,-.0659671396948824,.0697357863452432,1.50163111746575,1.4991226522845,3.466076323670163,3.755379
1984q3,-.414925911049056,.1063834635707342,0,0,0,0,0,0,0,0,0,0,0,0,0,.2696337,0,0,0,.521769782350491,0,0,1.315059,0,0,0,0,.6553999781608582,-3.706787905861244,-1.921787751330658,-3.264644378789103,-.36957846984549,1.516461372375488,.3854003846645355,-.8455552484156811,0,.460538507,-.031805,0,.201095973,0,0,0,0,.768318454661387,.291375468668749,1.1175206258782,.33786964794683,1.639479404712515,-25.612229
1984q4,.916795108440456,-.4430540640255919,0,0,0,0,0,0,0,0,0,0,0,0,0,-.7421268,0,0,0,-.241670665440872,.0341180604215015,.0033497432163815,1.352774,0,0,0,8.599999999999994,.5803999900817871,-9.186386221009064,4.224584522765431,.427178768110957,-.6476868128915076,1.927464723587036,-.338631808757782,1.189589411510142,0,.452301353,.20508,0,0,0,0,0,0,-.6129190145453191,-1.12151739248856,1.92266231690544,.0405344030273315,1.594937162860591,16.3388363
1985q1,-.246982528998681,.0591226545177996,0,0,0,0,0,0,0,0,0,0,0,0,0,.0863734,0,0,0,.558666905925349,0,0,1.365379,0,0,6.370000000000001,0,-.698199987411499,-.9965067269138703,-.689995882324717,.5570067574088984,.7616103082489908,.7767568230628967,-.3825019672513008,-1.848161940961141,.0025839793281654,.474820852,1.3272,0,0,0,0,0,0,-.325018744924305,-.358867417030579,-.39127857159709,1.12273929919852,4.635963221274538,-8.46618
1985q2,.0633285340958187,-.109898557349614,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1464615,0,0,0,-.565308861982309,0,0,1.362855,0,0,0,0,.9550999999046326,-10.29508290020739,1.25632514013151,-6.18083115138179,-.3107879228139528,-.9624286890029907,-.0358389392495155,-1.506030874537149,0,.459909827,.64442,0,0,0,0,0,0,.430510621920776,-.997823788250999,.873031440919957,-.457099266823405,-1.488309647975639,-1.366468399999999
1985q3,-.248344087297608,.1136464669841362,0,0,0,0,0,0,0,0,0,0,0,0,0,.2507605,0,0,0,-.353458050123799,0,0,1.341246,0,0,0,5.700000000000017,.5439000129699707,3.108722191042837,-.3737063420950739,4.211745124288771,-.0480566126708456,1.162742018699646,-.1197305768728256,.5206062988147798,.0012662234884458,.437315762,.21646,0,0,0,0,0,0,.867555746313078,.281838867734901,-.345242046912119,1.58910010896198,2.937266680376791,-8.999574000000001
1985q4,-.508480424495104,-.0134998977283718,0,0,0,0,0,0,0,0,0,0,0,0,0,.0732379,0,0,0,.293803603631099,.0134366948649969,-.0017275821685895,1.253044,0,0,0,0,-.5108000040054321,7.21207401010936,-1.021125994707127,5.56905938612255,.7086100291019285,.0037371725775301,1.111189186573029,-1.690535728027697,.0015408320493066,.396718293,-.29542,0,0,0,0,0,0,.401908461360269,-.171316477421056,-.84767986038725,.423675172846205,-1.36223888662511,-4.5451815
1986q1,-.206730919166971,.0107478914786726,0,0,0,0,0,0,0,0,0,0,0,0,0,-.094937,0,0,0,.165139569145627,0,0,1.295512,0,0,5.7195,0,-.1165999993681908,-21.31521119789784,-.037964932144207,1.976108332774129,-3.552005707411907,-.1361469924449921,-3.654160479083657,.8806763591272952,0,.272626221,-.25612,0,0,0,0,0,0,.949702059236597,-.0418170222224121,.439292245473755,.627714566840628,3.755789974814498,-5.310103000000002
1986q2,.0650917019952867,.0306735540023698,0,0,0,0,0,0,0,0,0,0,0,0,0,.2770232,0,0,0,-.448173355151845,0,0,1.203722,0,0,0,0,-.4803999960422516,1.984329249930231,-3.325209731745028,6.410526361692067,-.7250823760649422,-1.081921577453613,-.9005813598632813,.2352382829209216,.0067163089502117,.240097567,-.067758,0,0,0,0,0,0,.41531953537145,-2.11427608357369,-.162081695923883,.47094561208911,3.414455562540855,-2.172625999999999
1986q3,.598070432349339,-.1502627554058488,0,0,0,0,0,0,0,0,0,0,0,0,0,-.3903033,0,0,0,-.0952750110380202,0,0,1.195096,0,0,0,6.300000000000011,-.4408999979496002,-2.481480947629669,.8555947754530048,-3.426577386672399,.2707456494897578,-.3808040022850037,-2.194843769073486,-.0249449124087087,0,.169922113,.069374,0,0,0,0,0,0,-1.2590333318223,-1.26055509043472,-.731286164803274,.239827544685986,.3704045864515495,-11.223454
1986q4,.171578637205196,.0314421986589779,0,0,0,0,0,0,0,0,0,0,0,0,0,-.014816,0,0,0,.397898670502502,0,.016921538463313,1.17473,-89.40000000000001,0,0,0,.6952999830245972,4.5072817681939,-.5861377997734509,.197726691215758,.2523706905685515,.1015810668468475,-.5786982849240303,.1973989360377125,0,.236751974,.18723,.27,.499329095,0,0,0,0,-.285682068801925,-.6605071767301171,-.434752922213817,-.457209693796824,-.9818663695107496,2.363460000000001
1987q1,-.0278131658980403,.0370735910697366,0,0,0,0,0,0,0,0,0,0,0,0,0,.4374366,0,0,0,.845356123077962,0,0,1.105911,0,0,2.548,0,1.098600029945374,-3.06500651990175,2.268451285609531,-6.435821216447851,1.151991212221895,.7727532982826233,1.218877971172333,1.309071889469544,0,.293784589,.85808,0,-.16,0,0,0,0,-.681614925702085,.890330370013007,-.0391752349539521,-1.69074086953962,-4.327838972361045,1.723446000000001
1987q2,.833726318018347,.0549331768518184,0,0,0,0,0,0,0,0,0,0,0,0,0,.2612897,0,0,0,-1.02520492213031,0,0,1.041641,0,0,0,6.400000000000006,.1668999940156937,1.323319637186873,1.465070859868722,.668345588839103,.6871890899803184,.26383376121521,.4640642255544662,-.5958231373941225,0,.287201852,-.00038464,0,0,0,0,0,0,.7363646327837901,-.348483928863151,-.6935427360719481,.0441015154498257,4.322214105381907,1.4410625
1987q3,.376716789894208,-.0573956990131001,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1748194,0,0,0,.0926688580341184,0,0,1.08046,0,0,0,0,-1.480100035667419,3.191298794699871,1.287361989740261,5.488455173271466,.5663127184497461,-1.671136140823364,.6545115113258362,-1.192078232166045,0,.314264238,-.35009,0,0,0,0,0,0,.732159959509574,.495144067218778,.366835814600714,-.736779180963281,1.309106005715362,-14.3158626
1987q4,.699462467852643,-.0742675242661203,0,0,0,0,0,0,0,0,0,0,0,0,0,-.1855918,0,0,0,-.0113493358807547,0,-.0064718440991728,.97542,0,0,0,0,1.200600028038025,-4.89808644853067,1.14363084784096,1.495467777135799,-1.266034041934816,-.7628047466278076,.5406405925750732,2.294170150011216,.030628694250403,.25208962,.075697,0,0,0,0,0,0,-2.17864616979485,-.279879837449545,.704206703746364,.219300984906768,.5843852332454809,6.78023
1988q1,.133947488123413,.0354639614592842,-.0569142832607114,0,0,0,0,0,0,0,0,0,0,0,0,-.0876243,.5166999999999999,-.0280999999999999,.1508,-.326382023254782,0,0,1.00667,-242,0,8.479800000000001,4.900000000000006,.7804999947547913,-7.920502744669395,-1.588174315476585,-.6573189076457029,-1.701021209938887,1.856990933418274,-.5969627574086189,-2.544714276548736,0,.267414719,.56265,0,.218102508,0,0,0,0,1.63082695613812,.403839187425488,-.176213754033203,.372529736891356,5.709868722530914,9.49596
1988q2,-.300368406611032,.1016027381035918,.1619234705759741,0,0,0,0,0,0,0,0,0,0,0,0,.5801365000000001,3.9376,1.5009,.9907999999999999,1.51257777486709,0,0,.952398,0,0,0,0,-.152099996805191,-3.24764393368386,.397843484915456,-2.287837197454625,-.2866380066332229,1.637884855270386,-.7598340809345245,.5179106994128564,0,.285555393,.078162,0,0,0,0,0,0,-2.15825577161503,.160637041234133,-.104132345475965,.220990855637438,1.15295303419447,-3.710699
1988q3,-.782188967688383,-.0612382080290531,.1801593353075781,0,0,0,0,0,0,0,0,0,0,0,0,-.2104564,3.226799999999999,2.345,.8397999999999999,.0686263229727363,0,0,.9788790000000001,0,0,0,0,-.3835000097751617,2.678271675931289,-2.668480377731484,2.640024909073694,-.4835927913315839,1.556435465812683,-1.121567042544484,-.036723707694816,0,.27511102,.1284,0,0,0,0,0,0,1.47831866855805,.25690626537008,.268222081602979,.0230334617077385,1.652193471862835,-8.210014999999999
1988q4,-.344341282956838,.1324488943409295,.0983172357031804,0,0,0,0,0,0,0,0,0,0,0,0,.4113384,1.2412,1.9127,.5059,-.368416124340761,-.0006106842796478,.0080283737584643,.957747,-58.8,0,0,0,-.3971000015735626,8.64967638729973,-1.139788829645855,3.967833156120073,.0728660234146576,-.1471884250640869,.1851536259055138,-.4417417147409159,-.0033099547200673,.284018666,.80829,0,0,0,0,0,0,-.803437630125436,-.935040203212266,.7816843791650681,.272476083088805,.1544737215992998,-2.310816
1989q1,.297651745733951,.0481245387234442,.0483925711072631,0,0,0,0,0,0,0,0,0,0,0,0,.3222164,1.7355,1.7058,1.1539,.695385231474279,0,0,.990027,0,0,8.58,6.200000000000017,1.736700057983398,-1.728185417544,.3704090330663878,-6.856685085783974,-.1218741635910613,.297271192073822,-.7908001244068146,-.5677247477963574,-.0092428462902,.300031722,.89708,0,0,0,0,0,0,-.537992098449892,1.08176673006405,.584624673317773,.104115543404252,-1.188881257675344,-1.340868
1989q2,.512608264685207,-.014491459918031,-.1044485677576124,0,0,0,0,0,0,0,0,0,0,0,0,.1402752,-.3535,-.7581,-.3193,.0213056624276601,0,0,.933607,0,0,0,0,-1.213299989700317,-3.597727883957936,1.88274626572898,-.7577352669836359,.2176263105554128,-.2461575567722321,-.5556458532810211,-.3267713044161722,.0171507607192254,.229987368,-.29128,0,0,0,0,0,0,.0107987340749702,1.59488999414336,-.250705195445404,.118368774436336,-1.966251835141478,6.804495999999999
1989q3,.503876927183128,-.0487133450738324,-.0794356169550568,0,0,0,0,0,0,0,0,0,0,0,0,-.0634642,.4054,-1.9522,-.832,-.441679612587388,0,0,.897545,0,0,0,0,.2529000043869019,1.67816325428214,1.565571168977352,2.303045671275097,.6265241844044669,-1.716616988182068,-.278523325920105,.8057178658102019,0,.210567981,-.84037,0,0,0,0,0,0,-.202015106309605,-1.47659133529429,-.0389247106198586,.694218133160853,2.206512768825583,-15.799565
1989q4,-.541475590993628,-.0128828067584038,.0509508468625566,0,0,0,0,0,0,0,0,0,0,0,0,.020676,1.2266,-.2637999999999999,.0285,-2.10533415395873,-.0100195192691397,.0050644498164118,.765448,-507.6,0,0,3.699999999999989,-.4070000052452087,2.20220384571111,3.441606803677803,1.92879821969698,.7774571869563522,-.6612594723701477,.4079956114292145,-3.590713622731244,-.0091438649430003,.189897075,.82193,0,0,0,0,0,0,.756885303958113,-.0728690082313008,-.298112156232132,-.325574262478291,-.9721014216743817,1.620973
1990q1,-1.01716502577934,.0424972925339846,.0190964076760324,0,0,0,0,-.0225806,0,0,0,0,-.0330498991534114,.0060065404977649,0,.2471455,.2251,-.1726,-.267,1.1819431386483,0,0,.767383,0,0,10.7442,0,-.0621999986469746,-3.07596751236155,1.14834421465306,3.013714498156089,.0688286047748104,-.6913667321205139,1.220953285694122,2.75058264011337,0,.254759878,.37732,0,0,0,0,0,0,.307888651748812,1.02202290379075,-2.07434202155896,.466474861833087,.6717630452877046,-4.98705
1990q2,.155081028628921,.0117078768614794,-.0052151710666298,0,0,0,0,-.0174194,0,0,0,0,-.0028676399961114,-.0089546795934439,0,.0411603,.0913,-.2574,-.0602,-.887130883398781,0,0,.679306,0,0,0,0,.6402000188827515,-9.19798401846375,.644207970056859,.0999901584987249,-.7250493862656774,-1.332369446754456,1.04079157859087,.1934673757898333,0,.246753976,.7762,0,0,0,0,0,0,.439657891709852,1.05848373110146,.548019567450008,.688162396968119,.4671613899882578,-2.536894999999999
1990q3,-.0174089507763977,.0203907032333965,.0120674213278692,0,0,0,0,-.1,0,0,0,0,-.0212761899456382,-.0486339414492249,0,.0710168,-1.1653,.8705999999999999,.9758,-.23852911896357,0,0,.71856,0,0,0,0,-3.471299886703491,23.68298857218181,-4.715361315098219,-6.751255331839008,2.277114937840751,.4513808786869049,1.039806127548218,-.6731085559860465,.0322406583029814,.252914488,.96622,0,0,0,0,0,0,-1.15801166059212,.753547220668382,-1.13320636637781,-.35085819005164,.361568154030012,-11.1349218
1990q4,.0189176369678932,-.020389519877766,-.0297674007162969,0,0,0,0,-.1199901,0,0,0,0,-.0852653905749321,-.0675177630037069,0,-.123176,-1.8647,.595,.99,.0841307071236704,-.0068609088716858,.0079656950424896,.741556,112.1,0,0,0,-2.217499971389771,-4.721812426088054,.2093927312435704,.5822934821612951,-.754905842448869,.4164479970932007,-3.673572674393654,-1.480330746131113,0,.246109396,1.2371,0,0,0,0,0,0,-.761614518889803,-.0293033070312189,-1.61954987631504,-1.593418529286,-.422242125231163,6.3258445
